year,make,model,body_styles,identifier
2020,Toyota,4Runner,"[""SUV""]",224E5A8F-518C-ACC8-9ABF-D7A9139F1E17
2020,Toyota,86,"[""Coupe""]",BE6FA35F-622B-D92F-F0CE-688F67AA4036
2020,Toyota,Avalon,"[""Sedan""]",98CB4E45-4F4E-019C-7BF2-B55A62F9DB2B
2020,Toyota,Avalon Hybrid,"[""Sedan""]",FDB8F334-AAEC-993C-5B59-D61C4E97A3AF
2020,Toyota,Camry,"[""Sedan""]",931166EB-0B42-4281-0716-D91F9E04EBB8
2020,Toyota,Camry Hybrid,"[""Sedan""]",C3E7833B-0325-72D2-EEF8-E6D3FF4FCAFB
2020,Toyota,C-HR,"[""SUV""]",54398AE6-E649-3A5E-D781-B5843659A916
2020,Toyota,Corolla,"[""Sedan""]",B19D789D-6A8C-FD3E-1A18-E752702461DB
2020,Toyota,Corolla Hatchback,"[""Hatchback""]",B80C7C80-FC38-E4B2-17D4-36E5ADF8CBF3
2020,Toyota,Corolla Hybrid,"[""Sedan""]",2CB117DC-9B1B-1ED2-AEC0-27827CC9E23F
2020,Toyota,GR Supra,"[""Coupe""]",46BB64D7-D987-001E-0E48-234BDD000D15
2020,Toyota,Highlander,"[""SUV""]",CE36AC5B-EEF2-BD23-A44C-292CED6365DD
2020,Toyota,Highlander Hybrid,"[""SUV""]",52FFEA47-B53C-5ED4-1356-A7822243E599
2020,Toyota,Land Cruiser,"[""SUV""]",668362E6-720B-C0D9-B84D-562090046F06
2020,Toyota,Mirai,"[""Sedan""]",EA93A86F-6CBD-6F87-3178-4E39600C8A1C
2020,Toyota,Prius,"[""Hatchback""]",1F6059DF-5846-8751-92FC-CD68C590E17A
2020,Toyota,Prius Prime,"[""Hatchback""]",261751A8-9E73-C976-E5D4-C0A465F4CB05
2020,Toyota,RAV4,"[""SUV""]",DA3D01E8-43AE-ADDF-767F-87158B8309F0
2020,Toyota,RAV4 Hybrid,"[""SUV""]",85EF204F-5D2C-ADEF-4BC3-AE36502B81F1
2020,Toyota,Sequoia,"[""SUV""]",71DC347F-85B3-F157-D254-AD047A9BF569
2020,Toyota,Sienna,"[""Van/Minivan""]",26405EF4-F0A3-9FF4-7CB0-40ADB67A2763
2020,Toyota,Tacoma Access Cab,"[""Pickup""]",8A5B00EF-8A87-C863-AAB3-DAE5C65428CC
2020,Toyota,Tacoma Double Cab,"[""Pickup""]",81A97B9A-11BC-4E34-B56F-614D81504916
2020,Toyota,Tundra CrewMax,"[""Pickup""]",D5E013B0-7B3C-1496-978B-2DFE8A9D1F6A
2020,Toyota,Tundra Double Cab,"[""Pickup""]",F101EA49-C3F1-15F5-8538-7657B5E14A9E
2020,Toyota,Yaris,"[""Sedan""]",27C70BE2-290C-E232-8612-BC2B30A7B370
2020,Toyota,Yaris Hatchback,"[""Hatchback""]",FBBE1A1B-A72E-F3DF-5160-A71557E39CEB
2020,Volkswagen,Arteon,"[""Sedan""]",8E523BC7-5383-B882-3D3D-E02A5312BCC3
2020,Volkswagen,Atlas,"[""SUV""]",094E1389-83AE-FD60-B1CF-364341B20597
2020,Volkswagen,Atlas Cross Sport,"[""SUV""]",1AC05B86-B430-E7BE-FB1F-3EE5E37FF2A7
2020,Volkswagen,Golf,"[""Hatchback""]",8C86FB92-7127-3DC9-3101-FAD2C8B141D5
2020,Volkswagen,Golf GTI,"[""Hatchback""]",FB3FE2D2-3F9D-5F5A-169A-5BCD4C339838
2020,Volkswagen,Jetta,"[""Sedan""]",CD628649-7B90-83D1-F3B1-76EF54D9AA4E
2020,Volkswagen,Jetta GLI,"[""Sedan""]",B09BCC9C-EF94-4663-C218-9D8431E99E50
2020,Volkswagen,Passat,"[""Sedan""]",2358B08F-4C68-E349-03BA-26F3B9D429B6
2020,Volkswagen,Tiguan,"[""SUV""]",20000430-739A-4B85-A04A-D2E839A98710
2020,Volvo,S60,"[""Sedan""]",86116C34-4E85-2AB6-5805-E832047A9426
2020,Volvo,S90,"[""Sedan""]",B52C958D-3FD8-5B97-6461-35811981916E
2020,Volvo,V60,"[""Wagon""]",98BFACBF-37E6-EA5B-9B2C-6312D9F3CD4C
2020,Volvo,V90,"[""Wagon""]",8254BBC3-E5C5-074E-BE83-247ECD9552A0
2020,Volvo,XC40,"[""SUV""]",F7F87951-EC8A-BEE3-003C-9B828AF1D260
2020,Volvo,XC60,"[""SUV""]",9D1A3E60-EA32-2E85-0A33-7315F7D9388F
2020,Volvo,XC90,"[""SUV""]",A4E1B08F-2D68-9968-CCAB-0A2AA9D11529
2021,Acura,ILX,"[""Sedan""]",388183BB-9B58-C073-101D-C8E60DDF5785
2021,Acura,NSX,"[""Coupe""]",58BE93EF-4C97-B1B2-F66E-F75FEDA1873C
2021,Acura,RDX,"[""SUV""]",BA0819F2-B1D2-0FEC-79A6-6E6310087E3A
2021,Acura,TLX,"[""Sedan""]",19C1F301-69E5-2374-3755-CAE00C18524D
2021,Alfa Romeo,Giulia,"[""Sedan""]",EBB5E3DF-2DCE-3707-D3B8-E33E5DCCC37D
2021,Alfa Romeo,Stelvio,"[""SUV""]",DAE04514-4DAB-4465-FE48-551E7B7508D2
2021,Aston Martin,DB11,"[""Coupe"", ""Convertible""]",B1E652A7-A5A3-FAAA-AB6B-A1AA068BF926
2021,Aston Martin,DBS Superleggera,"[""Convertible"", ""Coupe""]",98C2A2A8-AD19-D770-D6E1-F519AB10F234
2021,Aston Martin,DBX,"[""SUV""]",17FD3B2A-45E9-1CC1-25A7-9D89A9A2F08A
2021,Aston Martin,Vantage,"[""Coupe""]",E370CD47-D329-1392-C6DD-3D3F58FC2EBC
2021,Audi,A4,"[""Sedan""]",29A28652-BA9E-3579-2772-FC5D0B83550C
2021,Audi,A4 allroad,"[""Wagon""]",B93AECC5-340A-69E0-796E-01AB5A623541
2021,Audi,A5,"[""Coupe"", ""Sedan"", ""Convertible""]",9D0B6DD1-5ECB-1D4E-3EC0-567A3B9E9D12
2021,Audi,A6,"[""Sedan""]",A3202E8E-EA36-2BE9-CE49-CA370E0ACB63
2021,Audi,A6 allroad,"[""Wagon""]",FF31313E-4EF6-3214-86BE-98AC4FE24014
2021,Audi,A7,"[""Sedan""]",E1F6EBCE-22DB-1C7D-5BD7-4E0C947F0E3B
2021,Audi,A8,"[""Sedan""]",2D4C90CF-0303-01F5-4D70-CE4819A3C002
2021,Audi,e-tron,"[""SUV""]",6F1E7FE0-0F21-0097-2F01-6797C2D065EC
2021,Audi,e-tron Sportback,"[""SUV""]",9E9566F4-4E2B-0B9D-1A59-ACF525DD9ED9
2021,Audi,Q3,"[""SUV""]",AB8D8C7B-232B-FD7F-0FD2-4A5BE048D590
2021,Audi,Q5,"[""SUV""]",5212BB33-9062-F3F2-6784-44C7600BEEAE
2021,Audi,Q5 Sportback,"[""SUV""]",9406C171-62AF-543F-70D9-63B98E6E6BD5
2021,Audi,Q7,"[""SUV""]",E87C60BD-E2DB-FA2B-B02A-9ECC3E6C4A98
2021,Audi,Q8,"[""SUV""]",FA99CAD5-4C0D-48E0-DE6B-85863C319C46
2021,Audi,R8,"[""Coupe"", ""Convertible""]",51318023-DD66-4CD9-4022-F2FB6B4E5ECB
2021,Audi,RS 5,"[""Sedan"", ""Coupe""]",06D55BED-5E06-DB02-DCC3-EE59792411E3
2021,Audi,RS 6,"[""Wagon""]",0BE224CD-F569-0D27-D5D0-0CA6246C3204
2021,Audi,RS 7,"[""Sedan""]",490E64AA-9C71-B541-FE9E-B8497402E65C
2021,Audi,RS Q8,"[""SUV""]",B9A85B31-FCA6-5585-9574-9251ECF282EA
2021,Audi,S4,"[""Sedan""]",DECBE6CB-ACE3-B9E7-2F50-6D5DF77DDC05
2021,Audi,S5,"[""Convertible"", ""Coupe"", ""Sedan""]",5D286238-C26F-7B05-C735-71B2B68FF1F5
2021,Audi,S6,"[""Sedan""]",8C70DBDB-CFA0-517E-2253-3BDE5CF09518
2021,Audi,S7,"[""Sedan""]",14B56BA4-BE78-7DCF-1244-B4EB1F46CE5D
2021,Audi,S8,"[""Sedan""]",04CCA7FC-2647-A237-89A2-F8FFAE942853
2021,Audi,SQ5,"[""SUV""]",9EB25A43-1790-D405-695C-F0169FC53562
2021,Audi,SQ5 Sportback,"[""SUV""]",9B97CAED-0D43-CF61-40BE-9E81B9934E35
2021,Audi,SQ7,"[""SUV""]",06A4CF2A-7584-3CC2-5C7E-036A69E454B6
2021,Audi,SQ8,"[""SUV""]",6096D066-50C8-9018-5C98-20966FD02BD8
2021,Audi,TT,"[""Coupe""]",2D7858E6-2013-8B7F-40C0-94EC1C429FE4
2021,Bentley,Bentayga,"[""SUV""]",FD6A90F0-8269-3252-C396-FAD6F4F300CC
2021,Bentley,Continental GT,"[""Convertible""]",4E8A66B1-64A8-3756-75B8-76D29CAD8B2A
2021,Bentley,Flying Spur,"[""Sedan""]",CDFF87CB-4804-E6AA-4000-D8BC62C764FB
2021,BMW,2 Series,"[""Sedan"", ""Coupe"", ""Convertible""]",32215F8B-9D36-BC0D-300C-757B06677AE7
2021,BMW,3 Series,"[""Sedan""]",FF322055-4D25-A4A1-EEAD-77E5E7499A76
2021,BMW,4 Series,"[""Coupe"", ""Convertible""]",4DB2CF68-76E8-8614-2940-C52DBAB13EC3
2021,BMW,5 Series,"[""Sedan""]",4A92141C-9306-3D6C-7B10-01F863D9E40B
2021,BMW,7 Series,"[""Sedan""]",3F628E99-1214-7512-3AC5-C8AD6C20B303
2021,BMW,8 Series,"[""Sedan"", ""Convertible"", ""Coupe""]",0D66DD47-9B50-810A-CE47-5F4E2AA83E10
2021,BMW,i3,"[""Hatchback""]",ABC79592-7CFE-017A-A5AA-BE12E81F9C1F
2021,BMW,M2,"[""Coupe""]",994A4C2F-CC0E-B191-5753-1608F8E6F58E
2021,BMW,M3,"[""Sedan""]",C4954CA8-F048-AB17-22BA-1BCEE0F8F05A
2021,BMW,M4,"[""Coupe""]",7674A8A6-0A6C-6414-267C-4F111A82DDCC
2021,BMW,M5,"[""Sedan""]",03B0A634-1AA7-91AE-CF16-E8E2B6BCEB7A
2021,BMW,M8,"[""Hatchback""]",E7B9B3E8-6CB8-1BD5-1EAE-220BC7FD2177
2021,BMW,X1,"[""SUV""]",47F2B101-6AF7-77FF-E9B8-F50821BD927C
2021,BMW,X2,"[""SUV""]",DADD99BE-9543-DFF8-2101-F4E594F75EC9
2021,BMW,X3,"[""SUV""]",4FD69D53-D5A1-054D-A968-0103FB7BA24F
2021,BMW,X3 M,"[""SUV""]",5E1B78A9-BBB5-9F5B-0822-A33AD4E04B11
2021,BMW,X4,"[""SUV""]",5BB3DF5B-3F13-3E9A-970A-D36883ADFABF
2021,BMW,X4 M,"[""SUV""]",3259EE7A-E6BD-FF5D-D275-B4D347729BD8
2021,BMW,X5,"[""SUV""]",45468E63-5D89-1791-ADE4-CBAFA84E7E64
2021,BMW,X5 M,"[""SUV""]",07B43D4F-9FB5-6A08-5A7C-386475D5B5E7
2021,BMW,X6,"[""SUV""]",1BDE4C39-2762-BBE9-21E1-2C22C8F8FC21
2021,BMW,X6 M,"[""SUV""]",6A2440E2-CDC7-DDD2-4B22-9C34B46F887E
2021,BMW,X7,"[""SUV""]",3CC0AE43-139D-F61C-5578-561935503059
2021,BMW,Z4,"[""Convertible""]",1528BCA4-242F-38D1-62F4-D4401CF5FD03
2021,Buick,Enclave,"[""SUV""]",50B01F22-0D80-9F9A-CDFB-D91A73E0DBCA
2021,Buick,Encore,"[""SUV""]",4A9CEED8-D1CF-BEB1-9AE6-DF9134BAF58C
2021,Buick,Encore GX,"[""SUV""]",280CAA8C-FCBE-11F8-406B-39DDB9732A61
2021,Buick,Envision,"[""SUV""]",4C93CE42-0781-FAA4-A0D8-686A5DA87A39
2021,Cadillac,CT4,"[""Sedan""]",F3203CB9-B235-8FEE-8296-D7FBBCA8A9D9
2021,Cadillac,CT5,"[""Sedan""]",D0A8E7BF-045B-10F3-2BE6-D649D5B3F899
2021,Cadillac,Escalade,"[""SUV""]",B8945186-A6BE-BA24-BAF2-F1786D30CD35
2021,Cadillac,Escalade ESV,"[""SUV""]",44E3FBA0-F9A0-EB86-846A-00DAB9420477
2021,Cadillac,XT4,"[""SUV""]",5C81674B-2C06-E636-FBFC-A2A53099AA5A
2021,Cadillac,XT5,"[""SUV""]",2770F1C8-7BD3-4350-6CED-AF118A4E199B
2021,Cadillac,XT6,"[""SUV""]",2862D476-C9FA-B6AF-9321-097058083247
2021,Chevrolet,Blazer,"[""SUV""]",96C4C5BA-4B22-4F5B-DD9D-766EE28B5539
2021,Chevrolet,Bolt EV,"[""Hatchback""]",ABF62464-C2E3-5649-A499-EAEB3FF2606B
2021,Chevrolet,Camaro,"[""Coupe"", ""Convertible""]",753F3D3F-FC67-D32A-CD00-5D4126180A49
2021,Chevrolet,Colorado Crew Cab,"[""Pickup""]",2D9C67BA-05AB-7723-C264-3BFD8E2FAB2D
2021,Chevrolet,Colorado Extended Cab,"[""Pickup""]",A584E2E6-26E5-E028-C707-D6DE97B21A5E
2021,Chevrolet,Corvette,"[""Convertible"", ""Coupe""]",1B94640A-A35C-85A3-128A-6DDECC52C3EF
2021,Chevrolet,Equinox,"[""SUV""]",4382FFBE-C132-317C-1447-893B5058C018
2021,Chevrolet,Express 2500 Cargo,"[""Van/Minivan""]",E1C8FC7F-66FD-C677-F5A8-5A5EC899E062
2021,Chevrolet,Express 2500 Passenger,"[""Van/Minivan""]",878302A9-344F-F9AF-2369-FA3BBA71FB54
2021,Chevrolet,Express 3500 Cargo,"[""Van/Minivan""]",38E70486-F6EA-3448-AC67-CA253EF227C5
2021,Chevrolet,Express 3500 Passenger,"[""Van/Minivan""]",A9B20E9D-3A72-AC40-984F-EBFBAA449330
2021,Chevrolet,Malibu,"[""Sedan""]",2B74283E-F37D-3A56-97C1-DD3AD9CF9F49
2021,Chevrolet,Silverado 1500 Crew Cab,"[""Pickup""]",71B7D859-2A55-E204-0AE2-909BFEEAF6F8
2021,Chevrolet,Silverado 1500 Double Cab,"[""Pickup""]",C1EF05A8-984D-8C2F-F856-388B3E31B2BF
2021,Chevrolet,Silverado 1500 Regular Cab,"[""Pickup""]",584507EA-4310-C22B-B2B9-46B9C357F006
2021,Chevrolet,Silverado 2500 HD Crew Cab,"[""Pickup""]",C7FE1959-013C-3204-4CB8-0E8C86A984E5
2021,Chevrolet,Silverado 2500 HD Double Cab,"[""Pickup""]",28A6EC62-691A-DDA0-E515-6CB1E4324DE2
2021,Chevrolet,Silverado 2500 HD Regular Cab,"[""Pickup""]",1A0D4260-4BD3-103D-0181-9BF9371628AA
2021,Chevrolet,Silverado 3500 HD Crew Cab,"[""Pickup""]",E0244790-84B7-1AA3-2580-7B816EB77759
2021,Chevrolet,Silverado 3500 HD Double Cab,"[""Pickup""]",17DD38A0-D726-ACCC-8F16-2F581FAD4CC0
2021,Chevrolet,Silverado 3500 HD Regular Cab,"[""Pickup""]",9BE021CE-EB2D-57FE-0C33-08FDBFFA5052
2021,Chevrolet,Spark,"[""Hatchback""]",8162A2C1-857F-D1A9-806C-8ECABA53947B
2021,Chevrolet,Suburban,"[""SUV""]",A888A497-4A98-01A9-6267-6B1CD662CAB5
2021,Chevrolet,Tahoe,"[""SUV""]",521F2608-FB23-47B7-ED73-19029557C4EA
2021,Chevrolet,Trailblazer,"[""SUV""]",A3A3B6ED-0E47-7945-6508-E8B6F70952DB
2021,Chevrolet,Traverse,"[""SUV""]",818BAC83-4853-B7B8-88F5-D5008F6077DC
2021,Chevrolet,Trax,"[""SUV""]",E8E01CB3-6368-22DB-9328-82F81DD742E9
2021,Chrysler,300,"[""Sedan""]",2119432A-7009-36AD-CAF9-48A1CE5B5DBF
2021,Chrysler,Pacifica,"[""Van/Minivan""]",D72845B8-1CEB-FF99-9887-891D68F34D3F
2021,Chrysler,Pacifica Hybrid,"[""Van/Minivan""]",E19EA8DC-101E-EFEF-76F9-D2287B4857E5
2021,Chrysler,Voyager,"[""Van/Minivan""]",06D24A9E-C8D9-73C8-EB2C-EC155D8BDF25
2021,Dodge,Challenger,"[""Coupe""]",C5CE0A99-C349-71F0-E228-2F920F3966E9
2021,Dodge,Charger,"[""Sedan""]",49027D8E-FA22-F8F8-FF33-01A596978492
2021,Dodge,Durango,"[""SUV""]",BE70FBF5-29B9-A635-DE39-7E2350F67D97
2021,Ferrari,488 Pista,"[""Convertible"", ""Coupe""]",9DB5C37E-2211-AFFB-8AF4-2C5115F94A07
2021,Ferrari,812 GTS,"[""Convertible""]",07BDBD21-FBAD-B23E-7365-1F4AB987BDF2
2021,Ferrari,812 Superfast,"[""Coupe""]",BC74C02C-7718-B07B-7B08-4FC9EEC9A22D
2021,Ferrari,F8,"[""Coupe"", ""Convertible""]",119D2B0A-4924-C989-CB8C-C0EEED0D78C0
2021,Ferrari,Portofino,"[""Convertible""]",82ADC121-9150-E738-B996-AC3D2CAA402C
2021,Ferrari,Roma,"[""Coupe""]",11021D9E-B6A8-B121-B134-29923FB98728
2021,Ferrari,SF90,"[""Coupe"", ""Convertible""]",210E6523-75D1-EA05-3A87-0FE5C85E3965
2021,FIAT,500X,"[""SUV""]",0422E57A-796E-866E-CA1A-ED2718C5EB60
2021,Ford,Bronco,"[""SUV""]",36B1D403-07CA-6B54-77D4-C6ECEDDEEE47
2021,Ford,Bronco Sport,"[""SUV""]",77B3F95B-7AB8-DD76-56A6-885C8F57053F
2021,Ford,EcoSport,"[""SUV""]",F5BC3A4A-5BC4-F926-A3DD-81A3C2DA9E17
2021,Ford,Edge,"[""SUV""]",8E0C4D15-345E-5A7E-9828-9246ECD7C134
2021,Ford,Escape,"[""SUV""]",FC47F093-A1E8-A22E-5F18-BEDF3B7342B1
2021,Ford,Escape Plug-in Hybrid,"[""SUV""]",8A3518C0-1450-028C-9338-229C0970A760
2021,Ford,Expedition,"[""SUV""]",94B8D177-C2BD-23EC-C657-387F61C5B691
2021,Ford,Expedition MAX,"[""SUV""]",4FF4621F-29E8-8472-5F75-7FC6BB06D743
2021,Ford,Explorer,"[""SUV""]",730ED177-7687-0C4B-D574-53F57AD882A9
2021,Ford,F150 Regular Cab,"[""Pickup""]",9D2B8A53-C6BE-85C7-836F-669CEFAF265C
2021,Ford,F150 Super Cab,"[""Pickup""]",71FAA60B-4505-4EC0-DE1F-66894D4B3C0A
2021,Ford,F150 SuperCrew Cab,"[""Pickup""]",3E35044B-978A-1F9F-36F1-011EBFF7F634
2021,Ford,F250 Super Duty Crew Cab,"[""Pickup""]",9CF41D32-67A5-C9FE-9511-C9DF1C05AEB6
2021,Ford,F250 Super Duty Regular Cab,"[""Pickup""]",092E3D65-FB6D-EE1D-650A-DEE9F6EE6A59
2021,Ford,F250 Super Duty Super Cab,"[""Pickup""]",96C33B05-F607-EAA8-DE74-59A4919251B9
2021,Ford,F350 Super Duty Crew Cab,"[""Pickup""]",F4E93ABB-804C-E8F2-788C-1621D9418AA7
2021,Ford,F350 Super Duty Regular Cab,"[""Pickup""]",659E6995-F8C8-A27B-429B-4BEBF2229F10
2021,Ford,F350 Super Duty Super Cab,"[""Pickup""]",E5256F60-2CA4-4A10-BBBC-5D62045DF21E
2021,Ford,F450 Super Duty Crew Cab,"[""Pickup""]",F7D576AF-4AE7-D40C-88A2-F15665E9FEEC
2021,Ford,F450 Super Duty Regular Cab,"[""Pickup""]",4C8F2B38-6BA4-3F01-4E98-E07CA5950241
2021,Ford,Mustang,"[""Coupe"", ""Convertible""]",EC4060C5-ECEE-072B-0A39-23B40B529743
2021,Ford,Mustang MACH-E,"[""SUV""]",275C5FED-EC5C-A78F-96E9-F290C7E63280
2021,Ford,Ranger SuperCab,"[""Pickup""]",3B51B8FF-2C49-22C6-1F72-C7BECE256767
2021,Ford,Ranger SuperCrew,"[""Pickup""]",4655C162-4465-608C-1B44-1783E8756D63
2021,Ford,Transit 150 Cargo Van,"[""Van/Minivan""]",0C8951A3-2FC6-CA69-59A1-076370434C20
2021,Ford,Transit 150 Crew Van,"[""Van/Minivan""]",A74111AA-1811-8685-947B-BAF4CAE12804
2021,Ford,Transit 150 Passenger Van,"[""Van/Minivan""]",A6E27D3D-2989-4C84-A148-8996DACBFCAB
2021,Ford,Transit 250 Cargo Van,"[""Van/Minivan""]",752B5943-D583-773B-28E9-CFEBEA63D642
2021,Ford,Transit 250 Crew Van,"[""Van/Minivan""]",6A08A0A0-C80F-BD85-F88C-CB619D0F906B
2021,Ford,Transit 350 Cargo Van,"[""Van/Minivan""]",AD855060-DB69-A038-186B-93555A16CBB0
2021,Ford,Transit 350 Crew Van,"[""Van/Minivan""]",986D6AA2-8430-9394-1125-D89871CF1E96
2021,Ford,Transit 350 HD Cargo Van,"[""Van/Minivan""]",2C0236A1-7F7D-7210-875C-580B0209A6AD
2021,Ford,Transit 350 HD Crew Van,"[""Van/Minivan""]",8479B8A2-A3B5-5CAC-3A8C-DF6C73CC62C6
2021,Ford,Transit 350 Passenger Van,"[""Van/Minivan""]",DB7A0790-F05F-8ADF-E095-8A0898C7C898
2021,Ford,Transit Connect Cargo Van,"[""Van/Minivan""]",155F2288-A8BD-6871-2C3D-FD06EC03EB1A
2021,Ford,Transit Connect Passenger Wagon,"[""Van/Minivan""]",125554CE-8B26-9832-E3A4-F53431CFB330
2021,Freightliner,Sprinter 1500 Cargo,"[""Van/Minivan""]",092401BD-6745-C72E-951C-341FAA2E0EB6
2021,Freightliner,Sprinter 1500 Passenger,"[""Van/Minivan""]",AAE868E1-B7EC-61E6-52E1-24287F69724E
2021,Freightliner,Sprinter 2500 Cargo,"[""Van/Minivan""]",73B7949C-0744-E7BD-D575-AAD4C48AFEAE
2021,Freightliner,Sprinter 2500 Crew,"[""Van/Minivan""]",66D882BA-4299-B57F-BD2F-BC294C2526F3
2021,Freightliner,Sprinter 2500 Passenger,"[""Van/Minivan""]",047FC647-0475-E4E4-89A9-11A296E7DE0D
2021,Freightliner,Sprinter 3500 Cargo,"[""Van/Minivan""]",2F884246-6833-8C33-13CC-5A528AF223D4
2021,Freightliner,Sprinter 3500 Crew,"[""Van/Minivan""]",24122114-DE1D-704F-4172-B7B22E3D5CB4
2021,Freightliner,Sprinter 3500 XD Crew,"[""Van/Minivan""]",9503F3C3-EBA3-FB63-9F28-50133B1DB04A
2021,Freightliner,Sprinter 3500XD Cargo,"[""Van/Minivan""]",FAF75D4C-1254-8C0F-AB6E-E8E1534D17C2
2021,Freightliner,Sprinter 4500 Cargo,"[""Van/Minivan""]",AEC02B74-825D-355F-A4FF-75FBF59F08FA
2021,Freightliner,Sprinter 4500 Crew,"[""Van/Minivan""]",B60ADCB5-F6E5-0DC0-F266-CAA7C5B95234
2021,Genesis,G70,"[""Sedan""]",76C6B0E4-8BC1-7D27-1B90-A488C1AB9560
2021,Genesis,G80,"[""Sedan""]",8A9414FB-B8CC-69BF-27AC-ED44D5DD4829
2021,Genesis,G90,"[""Sedan""]",17AA6881-5DCA-D21E-FE01-48DC93FD3146
2021,Genesis,GV80,"[""SUV""]",035C7342-0475-9994-ECB4-A25E85481E01
2021,GMC,Acadia,"[""SUV""]",017B0932-8760-1830-137E-087E434A27AA
2021,GMC,Canyon Crew Cab,"[""Pickup""]",CA75B4FD-ED74-0E93-9718-4FB96550FCAC
2021,GMC,Canyon Extended Cab,"[""Pickup""]",1E4BEC67-CD59-EEA8-63FB-1DB9CF9C2558
2021,GMC,Savana 2500 Cargo,"[""Van/Minivan""]",4CE16E34-1F97-D141-FE16-BA60D0D8DD06
2021,GMC,Savana 2500 Passenger,"[""Van/Minivan""]",916813FE-13EF-00E4-AD0C-F64E003B2010
2021,GMC,Savana 3500 Cargo,"[""Van/Minivan""]",9398172C-6F14-1DD4-C27D-E95678586970
2021,GMC,Savana 3500 Passenger,"[""Van/Minivan""]",8183BCE3-7500-7ECA-99B3-E3C86C61596D
2021,GMC,Sierra 1500 Crew Cab,"[""Pickup""]",71476CAE-ABE1-53E0-9CA1-51C4D0627FA5
2021,GMC,Sierra 1500 Double Cab,"[""Pickup""]",77DD8479-7828-70DD-EEF1-6A29B9F3935B
2021,GMC,Sierra 1500 Regular Cab,"[""Pickup""]",44A19B2C-F952-D0BA-FD9B-E08F444C0A5E
2021,GMC,Sierra 2500 HD Crew Cab,"[""Pickup""]",D7A51786-76D7-871D-6405-AF1A10F3C1B1
2021,GMC,Sierra 2500 HD Double Cab,"[""Pickup""]",0C297B0D-6AE7-063C-779D-1AC721D600FD
2021,GMC,Sierra 2500 HD Regular Cab,"[""Pickup""]",B2854CE6-9BFC-0F90-B3F7-66C4EF75025A
2021,GMC,Sierra 3500 HD Crew Cab,"[""Pickup""]",34C70332-28E3-120D-1D35-4C2611FC8471
2021,GMC,Sierra 3500 HD Double Cab,"[""Pickup""]",3ADD1CBD-9EDE-C906-58B9-EF8114C1BEF3
2021,GMC,Sierra 3500 HD Regular Cab,"[""Pickup""]",DB575176-5AD6-111A-EA4D-3ED04E40AB24
2021,GMC,Terrain,"[""SUV""]",9AF61088-28A8-465B-3202-18156429DCC8
2021,GMC,Yukon,"[""SUV""]",76D59261-5D98-2709-FDF2-FB9526758226
2021,GMC,Yukon XL,"[""SUV""]",7ACB2479-3699-DB3D-741E-769BC3E2DE28
2021,Honda,Accord,"[""Sedan""]",9851AB2C-9D1E-AEBD-7A53-90FB24579A60
2021,Honda,Accord Hybrid,"[""Sedan""]",07C1D322-9F23-7F70-3925-F193842EC067
2021,Honda,Civic,"[""Sedan"", ""Hatchback""]",BBC2B9DB-55B3-D327-C007-A2094F3701EE
2021,Honda,Civic Type R,"[""Hatchback""]",68D1533E-D292-E04C-E753-5D4937795265
2021,Honda,Clarity Fuel Cell,"[""Sedan""]",E45ED590-5AE0-61B5-FE83-4E40784E04BF
2021,Honda,Clarity Plug-in Hybrid,"[""Sedan""]",E4E0BA15-EC9B-19AB-FA81-8E669E1A0F4D
2021,Honda,CR-V,"[""SUV""]",36C4CB37-501B-D7C9-AA56-1BD954B780D7
2021,Honda,CR-V Hybrid,"[""SUV""]",2AAC3D47-F167-3B47-51BC-1B25E59875E3
2021,Honda,HR-V,"[""SUV""]",07E66CA4-BE32-B12E-A636-EB48029BA13D
2021,Honda,Insight,"[""Sedan""]",5A7BBA3F-96AB-CC51-3A35-85838EBBFAD3
2021,Honda,Odyssey,"[""Van/Minivan""]",432CC620-5E75-D125-BDD1-6E8B89B8A4C9
2021,Honda,Passport,"[""SUV""]",025495AC-29D9-4880-6AD9-2DD76A776E13
2021,Honda,Pilot,"[""SUV""]",F91478F6-0433-AFE4-C21E-2323D5CF0433
2021,Honda,Ridgeline,"[""Pickup""]",033977F6-C0B8-E05E-263C-8814BC478E05
2021,Hyundai,Accent,"[""Sedan""]",4A53C584-A713-A6F1-8FD8-3CE4BD4728FA
2021,Hyundai,Elantra,"[""Sedan""]",970677F7-B031-96DC-E20B-344C71B4225F
2021,Hyundai,Ioniq Electric,"[""Hatchback""]",BD4645BD-2C4B-BE06-24AD-BFA0265724C7
2021,Hyundai,Ioniq Hybrid,"[""Hatchback""]",96B40C85-4A97-7E8F-D6ED-6FC0675AB281
2021,Hyundai,Ioniq Plug-in Hybrid,"[""Hatchback""]",53438768-19AF-DC93-D738-7A6E85F98087
2021,Hyundai,Kona,"[""SUV""]",99A00547-DDEF-590B-1B71-B1C905FD4026
2021,Hyundai,Kona Electric,"[""SUV""]",EFDEC239-DDAA-B25E-1C10-737FE53F89F7
2021,Hyundai,NEXO,"[""SUV""]",254FEF8A-510E-0004-9106-C67E88FB87B7
2021,Hyundai,Palisade,"[""SUV""]",150E8F32-469E-98E5-EA7F-2C05B2CB050C
2021,Hyundai,Santa Fe,"[""SUV""]",6DBF4F43-47FE-A9D9-18AE-DAD11BB41D6C
